Time,Station,Change
2013-10-03,9,1
2013-10-04,9,0
2013-10-05,9,0
2013-10-06,9,1
2013-10-07,9,0
2013-10-08,9,-1
2013-10-09,9,-1
2013-10-10,9,0
2013-10-11,9,2
2013-10-12,9,0
2013-10-13,9,-3
2013-10-14,9,1
2013-10-15,9,3
2013-10-16,9,1
2013-10-17,9,0
2013-10-18,9,-2
2013-10-19,9,-1
2013-10-20,9,3
2013-10-21,9,1
2013-10-22,9,0
2013-10-23,9,1
2013-10-24,9,3
2013-10-25,9,2
2013-10-26,9,2
2013-10-27,9,-1
2013-10-28,9,3
2013-10-29,9,1
2013-10-30,9,0
2013-10-31,9,3
2013-11-01,9,0
2013-11-02,9,0
2013-11-03,9,0
2013-11-04,9,1
2013-11-05,9,1
2013-11-06,9,4
2013-11-07,9,3
2013-11-08,9,-1
2013-11-09,9,2
2013-11-10,9,0
2013-11-11,9,2
2013-11-12,9,1
2013-11-13,9,1
2013-11-14,9,0
2013-11-15,9,0
2013-11-16,9,0
2013-11-18,9,0
2013-11-19,9,0
2013-11-20,9,2
2013-11-21,9,2
2013-11-22,9,0
2013-11-23,9,-1
2013-11-24,9,1
2013-11-25,9,1
2013-11-26,9,0
2013-11-27,9,-1
2013-11-28,9,-1
2013-11-29,9,0
2013-11-30,9,-1
2013-12-01,9,1
2013-12-02,9,1
2013-12-03,9,2
2013-12-04,9,0
2013-12-05,9,0
2013-12-06,9,0
2013-12-08,9,1
2013-12-09,9,1
2013-12-10,9,0
2013-12-11,9,1
2013-12-12,9,2
2013-12-13,9,1
2013-12-14,9,1
2013-12-15,9,0
2013-12-16,9,1
2013-12-17,9,4
2013-12-18,9,2
2013-12-20,9,0
2013-12-21,9,1
2013-12-22,9,-5
2013-12-23,9,-1
2013-12-26,9,-6
2013-12-27,9,2
2013-12-28,9,-2
2013-12-29,9,0
2013-12-30,9,0
2013-12-31,9,-1
2014-01-02,9,1
2014-01-03,9,0
2014-01-05,9,2
2014-01-06,9,1
2014-01-07,9,0
2014-01-08,9,2
2014-01-09,9,1
2014-01-10,9,-1
2014-01-12,9,0
2014-01-13,9,0
2014-01-14,9,-1
2014-01-15,9,2
2014-01-16,9,1
2014-01-17,9,-1
2014-01-18,9,-1
2014-01-19,9,1
2014-01-20,9,-3
2014-01-21,9,3
2014-01-22,9,0
2014-01-23,9,3
2014-01-24,9,2
2014-01-25,9,0
2014-01-27,9,-2
2014-01-28,9,0
2014-01-29,9,2
2014-01-30,9,1
2014-01-31,9,3
2014-02-02,9,1
2014-02-03,9,2
2014-02-04,9,4
2014-02-05,9,0
2014-02-07,9,1
2014-02-08,9,2
2014-02-09,9,-1
2014-02-10,9,1
2014-02-11,9,0
2014-02-12,9,1
2014-02-13,9,0
2014-02-14,9,1
2014-02-15,9,0
2014-02-16,9,0
2014-02-18,9,1
2014-02-19,9,0
2014-02-20,9,2
2014-02-21,9,2
2014-02-22,9,-1
2014-02-24,9,1
2014-02-25,9,2
2014-02-27,9,1
2014-02-28,9,1
2013-08-29,10,4
2013-08-30,10,-4
2013-08-31,10,-1
2013-09-01,10,0
2013-09-02,10,1
2013-09-03,10,1
2013-09-04,10,-2
2013-09-05,10,1
2013-09-06,10,0
2013-09-07,10,1
2013-09-08,10,0
2013-09-09,10,-2
2013-09-10,10,-1
2013-09-11,10,-2
2013-09-12,10,-3
2013-09-13,10,-2
2013-09-14,10,-1
2013-09-15,10,0
2013-09-16,10,-2
2013-09-17,10,-2
2013-09-18,10,-2
2013-09-19,10,-1
2013-09-20,10,1
2013-09-21,10,-2
2013-09-22,10,1
2013-09-23,10,-2
2013-09-24,10,-6
2013-09-25,10,-4
2013-09-26,10,-6
2013-09-27,10,-2
2013-09-28,10,0
2013-09-29,10,2
2013-09-30,10,1
2013-10-01,10,-3
2013-10-02,10,-2
2013-10-03,10,-4
2013-10-04,10,1
2013-10-06,10,1
2013-10-07,10,-1
2013-10-08,10,-4
2013-10-09,10,-3
2013-10-10,10,-2
2013-10-11,10,-4
2013-10-13,10,-1
2013-10-14,10,1
2013-10-15,10,-1
2013-10-16,10,-3
2013-10-17,10,0
2013-10-18,10,-2
2013-10-19,10,1
2013-10-20,10,-1
2013-10-21,10,-2
2013-10-22,10,-3
2013-10-23,10,-3
2013-10-24,10,-1
2013-10-25,10,-4
2013-10-26,10,-4
2013-10-27,10,1
2013-10-28,10,-4
2013-10-29,10,-2
2013-10-30,10,-3
2013-10-31,10,-2
2013-11-01,10,5
2013-11-02,10,-1
2013-11-04,10,-6
2013-11-05,10,-1
2013-11-06,10,-5
2013-11-07,10,-4
2013-11-08,10,-1
2013-11-09,10,1
2013-11-10,10,4
2013-11-11,10,-2
2013-11-12,10,-3
2013-11-13,10,-3
2013-11-14,10,-1
2013-11-15,10,-3
2013-11-16,10,1
2013-11-17,10,2
2013-11-18,10,-2
2013-11-19,10,-1
2013-11-20,10,-3
2013-11-21,10,-2
2013-11-22,10,-1
2013-11-23,10,1
2013-11-25,10,-4
2013-11-26,10,-7
2013-11-27,10,-2
2013-11-29,10,1
2013-11-30,10,1
2013-12-01,10,2
2013-12-02,10,0
2013-12-03,10,-4
2013-12-04,10,-1
2013-12-05,10,-4
2013-12-06,10,-1
2013-12-09,10,-2
2013-12-10,10,-2
2013-12-11,10,-3
2013-12-12,10,-2
2013-12-13,10,0
2013-12-14,10,1
2013-12-15,10,0
2013-12-16,10,-4
2013-12-17,10,-5
2013-12-18,10,-2
2013-12-19,10,-3
2013-12-20,10,0
2013-12-21,10,-1
2013-12-22,10,1
2013-12-23,10,0
2013-12-26,10,0
2013-12-28,10,1
2013-12-29,10,-1
2014-01-02,10,-5
2014-01-03,10,3
2014-01-05,10,0
2014-01-06,10,-1
2014-01-07,10,-1
2014-01-08,10,-2
2014-01-09,10,-3
2014-01-10,10,3
2014-01-11,10,-1
2014-01-12,10,0
2014-01-13,10,-2
2014-01-14,10,-2
2014-01-15,10,-3
2014-01-16,10,-4
2014-01-17,10,-3
2014-01-18,10,0
2014-01-19,10,2
2014-01-20,10,-1
2014-01-21,10,-4
2014-01-22,10,-2
2014-01-23,10,-4
2014-01-24,10,-3
2014-01-25,10,1
2014-01-26,10,1
2014-01-27,10,-1
2014-01-28,10,-3
2014-01-29,10,-2
2014-01-30,10,-3
2014-01-31,10,-5
2014-02-01,10,1
2014-02-02,10,-1
2014-02-03,10,-7
2014-02-04,10,-2
2014-02-05,10,-3
2014-02-06,10,-2
2014-02-07,10,2
2014-02-10,10,0
2014-02-11,10,4
2014-02-12,10,-3
2014-02-13,10,-1
2014-02-14,10,-2
2014-02-15,10,1
2014-02-16,10,2
2014-02-18,10,-2
2014-02-19,10,-2
2014-02-20,10,-3
2014-02-21,10,-3
2014-02-22,10,2
2014-02-24,10,-4
2014-02-25,10,0
2014-02-26,10,-1
2014-02-27,10,-6
2014-02-28,10,-1
2013-08-29,11,-2
2013-08-30,11,0
2013-08-31,11,0
2013-09-01,11,2
2013-09-02,11,0
2013-09-03,11,0
2013-09-04,11,1
2013-09-05,11,3
2013-09-06,11,3
2013-09-07,11,-2
2013-09-08,11,1
2013-09-09,11,2
2013-09-10,11,1
2013-09-11,11,1
2013-09-12,11,3
2013-09-13,11,2
2013-09-14,11,3
2013-09-15,11,-1
2013-09-16,11,2
2013-09-17,11,0
2013-09-18,11,2
2013-09-19,11,1
2013-09-20,11,4
2013-09-21,11,0
2013-09-22,11,-4
2013-09-23,11,2
2013-09-24,11,4
2013-09-25,11,4
2013-09-26,11,4
2013-09-27,11,1
2013-09-28,11,1
2013-09-29,11,-3
2013-09-30,11,0
2013-10-01,11,-1
2013-10-02,11,2
2013-10-03,11,1
2013-10-04,11,2
2013-10-05,11,2
2013-10-06,11,-1
2013-10-07,11,4
2013-10-08,11,4
2013-10-09,11,4
2013-10-10,11,6
2013-10-11,11,2
2013-10-12,11,0
2013-10-13,11,0
2013-10-14,11,1
2013-10-15,11,1
2013-10-16,11,2
2013-10-17,11,3
2013-10-18,11,2
2013-10-19,11,-1
2013-10-20,11,0
2013-10-21,11,6
2013-10-22,11,1
2013-10-23,11,3
2013-10-24,11,-1
2013-10-25,11,2
2013-10-27,11,2
2013-10-28,11,-3
2013-10-29,11,1
2013-10-30,11,5
2013-10-31,11,1
2013-11-01,11,2
2013-11-02,11,-1
2013-11-03,11,-1
2013-11-04,11,4
2013-11-05,11,0
2013-11-06,11,5
2013-11-07,11,4
2013-11-08,11,1
2013-11-09,11,0
2013-11-10,11,0
2013-11-12,11,2
2013-11-13,11,1
2013-11-14,11,4
2013-11-15,11,3
2013-11-16,11,-1
2013-11-17,11,-1
2013-11-19,11,0
2013-11-20,11,0
2013-11-21,11,3
2013-11-22,11,4
2013-11-23,11,0
2013-11-24,11,-2
2013-11-25,11,3
2013-11-26,11,2
2013-11-27,11,1
2013-11-29,11,-1
2013-11-30,11,-1
2013-12-01,11,-3
2013-12-02,11,-1
2013-12-03,11,5
2013-12-04,11,3
2013-12-05,11,2
2013-12-06,11,-1
2013-12-07,11,0
2013-12-08,11,1
2013-12-09,11,4
2013-12-10,11,1
2013-12-11,11,-1
2013-12-12,11,3
2013-12-13,11,0
2013-12-14,11,1
2013-12-16,11,0
2013-12-17,11,1
2013-12-18,11,2
2013-12-19,11,0
2013-12-20,11,2
2013-12-21,11,0
2013-12-23,11,0
2013-12-26,11,0
2013-12-27,11,0
2013-12-28,11,1
2013-12-29,11,1
2013-12-30,11,-1
2013-12-31,11,1
2014-01-02,11,0
2014-01-03,11,-3
2014-01-04,11,-1
2014-01-05,11,-2
2014-01-06,11,1
2014-01-07,11,1
2014-01-08,11,2
2014-01-09,11,2
2014-01-10,11,2
2014-01-11,11,2
2014-01-12,11,0
2014-01-13,11,1
2014-01-14,11,5
2014-01-15,11,3
2014-01-16,11,4
2014-01-17,11,4
2014-01-19,11,-3
2014-01-20,11,0
2014-01-21,11,2
2014-01-22,11,0
2014-01-23,11,0
2014-01-24,11,2
2014-01-25,11,-1
2014-01-26,11,-1
2014-01-27,11,1
2014-01-28,11,3
2014-01-29,11,3
2014-01-30,11,1
2014-01-31,11,4
2014-02-01,11,0
2014-02-03,11,9
2014-02-04,11,3
2014-02-05,11,1
2014-02-06,11,0
2014-02-07,11,1
2014-02-08,11,0
2014-02-09,11,1
2014-02-10,11,2
2014-02-11,11,-6
2014-02-12,11,4
2014-02-13,11,3
2014-02-14,11,3
2014-02-17,11,0
2014-02-18,11,2
2014-02-19,11,5
2014-02-20,11,2
2014-02-21,11,4
2014-02-22,11,1
2014-02-24,11,6
2014-02-25,11,3
2014-02-26,11,2
2014-02-27,11,4
2014-02-28,11,1
2013-08-29,12,2
2013-08-30,12,1
2013-08-31,12,1
2013-09-01,12,-2
2013-09-02,12,-2
2013-09-03,12,1
2013-09-04,12,-1
2013-09-05,12,0
2013-09-06,12,1
2013-09-07,12,1
2013-09-08,12,-4
2013-09-09,12,-2
2013-09-10,12,3
2013-09-11,12,2
2013-09-12,12,0
2013-09-13,12,1
2013-09-14,12,-2
2013-09-15,12,-1
2013-09-16,12,0
2013-09-17,12,-1
2013-09-18,12,-2
2013-09-20,12,-4
2013-09-21,12,1
2013-09-22,12,1
2013-09-23,12,-3
2013-09-24,12,0
2013-09-25,12,3
2013-09-26,12,1
2013-09-27,12,2
2013-09-29,12,1
2013-09-30,12,0
2013-10-01,12,-1
2013-10-02,12,2
2013-10-03,12,0
2013-10-04,12,-1
2013-10-05,12,-1
2013-10-06,12,3
2013-10-07,12,2
2013-10-08,12,1
2013-10-09,12,3
2013-10-10,12,2
2013-10-11,12,3
2013-10-12,12,1
2013-10-13,12,1
2013-10-14,12,-5
2013-10-15,12,0
2013-10-16,12,2
2013-10-17,12,0
2013-10-18,12,-2
2013-10-19,12,4
2013-10-20,12,1
2013-10-21,12,0
2013-10-22,12,1
2013-10-23,12,4
2013-10-24,12,4
2013-10-25,12,0
2013-10-26,12,-1
2013-10-27,12,3
2013-10-28,12,2
2013-10-29,12,-3
2013-10-30,12,-1
2013-10-31,12,1
2013-11-01,12,0
2013-11-02,12,-1
2013-11-03,12,0
2013-11-04,12,1
2013-11-05,12,1
2013-11-06,12,0
2013-11-07,12,1
2013-11-08,12,-1
2013-11-09,12,0
2013-11-10,12,1
2013-11-11,12,-1
2013-11-12,12,0
2013-11-13,12,2
2013-11-14,12,0
2013-11-15,12,1
2013-11-16,12,-1
2013-11-17,12,0
2013-11-18,12,1
2013-11-19,12,2
2013-11-20,12,3
2013-11-21,12,-2
2013-11-22,12,1
2013-11-23,12,-2
2013-11-25,12,1
2013-11-26,12,-2
2013-11-28,12,-1
2013-11-30,12,1
2013-12-01,12,-1
2013-12-02,12,-1
2013-12-03,12,1
2013-12-04,12,0
2013-12-05,12,1
2013-12-06,12,0
2013-12-08,12,-1
2013-12-09,12,-2
2013-12-10,12,-1
2013-12-11,12,6
2013-12-12,12,-2
2013-12-13,12,0
2013-12-14,12,1
2013-12-15,12,-1
2013-12-16,12,2
2013-12-17,12,3
2013-12-18,12,1
2013-12-19,12,1
2013-12-20,12,0
2013-12-22,12,1
2013-12-23,12,1
2013-12-25,12,1
2013-12-28,12,1
2014-01-01,12,1
2014-01-02,12,1
2014-01-03,12,3
2014-01-05,12,-2
2014-01-06,12,1
2014-01-07,12,1
2014-01-08,12,1
2014-01-09,12,-1
2014-01-10,12,-1
2014-01-12,12,-2
2014-01-13,12,1
2014-01-14,12,1
2014-01-15,12,-3
2014-01-16,12,0
2014-01-17,12,0
2014-01-18,12,0
2014-01-19,12,-2
2014-01-20,12,-1
2014-01-21,12,-1
2014-01-22,12,1
2014-01-23,12,-4
2014-01-24,12,1
2014-01-25,12,0
2014-01-27,12,1
2014-01-28,12,0
2014-01-29,12,1
2014-01-30,12,-1
2014-01-31,12,0
2014-02-01,12,2
2014-02-02,12,3
2014-02-03,12,-2
2014-02-04,12,0
2014-02-06,12,1
2014-02-07,12,-1
2014-02-08,12,-1
2014-02-09,12,1
2014-02-10,12,0
2014-02-11,12,4
2014-02-12,12,1
2014-02-13,12,-2
2014-02-14,12,0
2014-02-15,12,0
2014-02-16,12,-1
2014-02-17,12,1
2014-02-18,12,3
2014-02-19,12,-1
2014-02-20,12,2
2014-02-21,12,0
2014-02-22,12,0
2014-02-23,12,-1
2014-02-24,12,-1
2014-02-25,12,1
2014-02-26,12,0
2014-02-27,12,0
2014-02-28,12,1
2013-08-29,13,-1
2013-08-30,13,3
2013-08-31,13,1
2013-09-01,13,0
2013-09-02,13,1
2013-09-03,13,1
2013-09-04,13,-1
2013-09-05,13,-1
2013-09-06,13,0
2013-09-07,13,-5
2013-09-09,13,1
2013-09-10,13,0
2013-09-11,13,-2
2013-09-12,13,-1
2013-09-13,13,-2
2013-09-15,13,0
2013-09-16,13,0
2013-09-17,13,0
2013-09-18,13,0
2013-09-19,13,-1
2013-09-20,13,1
2013-09-21,13,3
2013-09-22,13,1
2013-09-23,13,1
2013-09-24,13,2
2013-09-25,13,-1
2013-09-26,13,1
2013-09-27,13,-1
2013-09-28,13,0
2013-09-29,13,2
2013-09-30,13,0
2013-10-01,13,3
2013-10-02,13,0
2013-10-03,13,0
2013-10-04,13,-1
2013-10-05,13,0
2013-10-07,13,1
2013-10-08,13,0
2013-10-09,13,-1
2013-10-10,13,0
2013-10-11,13,-1
2013-10-13,13,-1
2013-10-14,13,0
2013-10-15,13,0
2013-10-16,13,-1
2013-10-17,13,1
2013-10-18,13,-1
2013-10-19,13,2
2013-10-20,13,-2
2013-10-21,13,2
2013-10-22,13,-1
2013-10-23,13,-3
2013-10-24,13,-4
2013-10-25,13,1
2013-10-27,13,-1
2013-10-28,13,-2
2013-10-29,13,0
2013-10-30,13,2
2013-10-31,13,1
2013-11-01,13,-1
2013-11-02,13,1
2013-11-04,13,-1
2013-11-05,13,-1
2013-11-06,13,0
2013-11-07,13,0
2013-11-08,13,1
2013-11-09,13,-1
2013-11-10,13,1
2013-11-12,13,0
2013-11-13,13,0
2013-11-14,13,-1
2013-11-15,13,-2
2013-11-16,13,1
2013-11-17,13,2
2013-11-18,13,0
2013-11-19,13,0
2013-11-20,13,-1
2013-11-21,13,-1
2013-11-22,13,-2
2013-11-23,13,0
2013-11-24,13,0
2013-11-25,13,0
2013-11-26,13,0
2013-11-27,13,0
2013-11-28,13,-2
2013-11-30,13,0
2013-12-01,13,1
2013-12-02,13,0
2013-12-03,13,1
2013-12-04,13,-1
2013-12-05,13,-1
2013-12-06,13,0
2013-12-09,13,0
2013-12-10,13,1
2013-12-11,13,0
2013-12-12,13,-1
2013-12-13,13,-1
2013-12-14,13,0
2013-12-15,13,0
2013-12-16,13,1
2013-12-17,13,-2
2013-12-18,13,-1
2013-12-20,13,0
2013-12-21,13,-1
2013-12-23,13,0
2013-12-24,13,0
2013-12-26,13,1
2013-12-29,13,0
2013-12-30,13,0
2013-12-31,13,0
2014-01-01,13,-2
2014-01-02,13,3
2014-01-03,13,-1
2014-01-04,13,0
2014-01-06,13,0
2014-01-07,13,-1
2014-01-08,13,0
2014-01-09,13,2
2014-01-10,13,-1
2014-01-11,13,0
2014-01-12,13,-1
2014-01-13,13,-1
2014-01-14,13,3
2014-01-15,13,1
2014-01-16,13,-1
2014-01-17,13,0
2014-01-18,13,1
2014-01-20,13,3
2014-01-21,13,1
2014-01-22,13,0
2014-01-23,13,0
2014-01-24,13,-1
2014-01-25,13,0
2014-01-26,13,-1
2014-01-27,13,0
2014-01-28,13,-1
2014-01-29,13,1
2014-01-30,13,-1
2014-01-31,13,0
2014-02-01,13,0
2014-02-02,13,1
2014-02-03,13,-1
2014-02-04,13,-3
2014-02-05,13,-2
2014-02-06,13,-1
2014-02-07,13,2
2014-02-08,13,1
2014-02-09,13,0
2014-02-10,13,-1
2014-02-11,13,-2
2014-02-12,13,0
2014-02-13,13,0
2014-02-14,13,-1
2014-02-16,13,0
2014-02-17,13,-1
2014-02-18,13,0
2014-02-19,13,-5
2014-02-20,13,1
2014-02-21,13,-2
2014-02-22,13,0
2014-02-23,13,1
2014-02-25,13,-1
2014-02-26,13,-1
2014-02-27,13,-2
2014-02-28,13,-1
2013-08-29,14,0
2013-08-30,14,-1
2013-09-01,14,0
2013-09-02,14,1
2013-09-03,14,2
2013-09-04,14,1
2013-09-06,14,1
2013-09-07,14,0
2013-09-08,14,0
2013-09-10,14,-2
2013-09-11,14,1
2013-09-13,14,-1
2013-09-14,14,1
2013-09-15,14,-1
2013-09-18,14,2
2013-09-20,14,0
2013-09-21,14,1
2013-09-27,14,-1
2013-09-28,14,0
2013-10-03,14,-1
2013-10-04,14,0
2013-10-05,14,0
2013-10-06,14,3
2013-10-07,14,-1
2013-10-08,14,1
2013-10-09,14,0
2013-10-10,14,-1
2013-10-12,14,1
2013-10-13,14,-1
2013-10-14,14,0
2013-10-15,14,-1
2013-10-16,14,-1
2013-10-17,14,0
2013-10-18,14,3
2013-10-19,14,0
2013-10-20,14,-2
2013-10-21,14,-4
2013-10-22,14,1
2013-10-23,14,-1
2013-10-24,14,0
2013-10-25,14,0
2013-10-26,14,-1
2013-10-27,14,-2
2013-10-28,14,0
2013-10-29,14,0
2013-10-30,14,0
2013-10-31,14,0
2013-11-02,14,1
2013-11-03,14,0
2013-11-04,14,0
2013-11-05,14,2
2013-11-06,14,1
2013-11-07,14,-2
2013-11-08,14,0
2013-11-10,14,0
2013-11-11,14,1
2013-11-12,14,0
2013-11-13,14,-1
2013-11-14,14,0
2013-11-15,14,0
2013-11-16,14,1
2013-11-18,14,0
2013-11-19,14,0
2013-11-21,14,-1
2013-11-22,14,1
2013-11-23,14,2
2013-11-24,14,0
2013-11-25,14,1
2013-11-27,14,1
2013-11-29,14,1
2013-11-30,14,-1
2013-12-01,14,0
2013-12-04,14,0
2013-12-06,14,-1
2013-12-07,14,0
2013-12-08,14,0
2013-12-09,14,1
2013-12-10,14,-1
2013-12-11,14,1
2013-12-12,14,0
2013-12-14,14,1
2013-12-15,14,-1
2013-12-16,14,1
2013-12-19,14,0
2013-12-20,14,0
2013-12-21,14,0
2013-12-23,14,0
2013-12-25,14,-1
2013-12-26,14,-1
2013-12-27,14,-2
2013-12-28,14,0
2013-12-29,14,-1
2013-12-30,14,1
2014-01-02,14,-4
2014-01-03,14,-4
2014-01-06,14,0
2014-01-07,14,1
2014-01-08,14,1
2014-01-09,14,-2
2014-01-10,14,1
2014-01-11,14,0
2014-01-13,14,-2
2014-01-14,14,0
2014-01-15,14,-2
2014-01-16,14,-1
2014-01-17,14,-1
2014-01-18,14,0
2014-01-19,14,2
2014-01-20,14,-1
2014-01-21,14,1
2014-01-22,14,-1
2014-01-23,14,0
2014-01-24,14,-1
2014-01-25,14,-1
2014-01-26,14,0
2014-01-27,14,1
2014-01-28,14,-1
2014-01-29,14,1
2014-01-30,14,1
2014-01-31,14,-2
2014-02-01,14,0
2014-02-03,14,0
2014-02-04,14,-1
2014-02-05,14,-1
2014-02-06,14,0
2014-02-07,14,-1
2014-02-08,14,0
2014-02-11,14,-2
2014-02-12,14,0
2014-02-13,14,1
2014-02-14,14,0
2014-02-15,14,0
2014-02-17,14,0
2014-02-18,14,-1
2014-02-19,14,0
2014-02-20,14,0
2014-02-21,14,1
2014-02-22,14,0
2014-02-23,14,0
2014-02-25,14,2
2014-02-26,14,0
2014-02-27,14,-1
2014-02-28,14,1
2013-08-30,16,1
2013-08-31,16,-1
2013-09-01,16,4
2013-09-02,16,2
2013-09-03,16,0
2013-09-04,16,3
2013-09-05,16,-1
2013-09-06,16,0
2013-09-07,16,-1
2013-09-08,16,2
2013-09-09,16,1
2013-09-10,16,1
2013-09-11,16,1
2013-09-12,16,0
2013-09-13,16,0
2013-09-14,16,4
2013-09-16,16,1
2013-09-17,16,2
2013-09-18,16,8
2013-09-20,16,-6
2013-09-21,16,8
2013-09-22,16,3
2013-09-23,16,2
2013-09-24,16,-1
2013-09-25,16,-2
2013-09-26,16,1
2013-09-27,16,-3
2013-09-28,16,1
2013-09-30,16,2
2013-10-01,16,2
2013-10-02,16,1
2013-10-03,16,3
2013-10-04,16,2
2013-10-05,16,-2
2013-10-06,16,-1
2013-10-07,16,1
2013-10-08,16,5
2013-10-09,16,0
2013-10-10,16,0
2013-10-11,16,-1
2013-10-12,16,0
2013-10-13,16,2
2013-10-14,16,1
2013-10-15,16,-4
2013-10-16,16,2
2013-10-17,16,0
2013-10-18,16,0
2013-10-19,16,-2
2013-10-20,16,0
2013-10-21,16,0
2013-10-22,16,1
2013-10-23,16,0
2013-10-24,16,2
2013-10-25,16,-2
2013-10-26,16,1
2013-10-27,16,1
2013-10-28,16,3
2013-10-29,16,1
2013-10-30,16,2
2013-10-31,16,-2
2013-11-01,16,1
2013-11-02,16,1
2013-11-03,16,0
2013-11-04,16,0
2013-11-05,16,2
2013-11-06,16,2
2013-11-07,16,-2
2013-11-08,16,-1
2013-11-09,16,-2
2013-11-11,16,1
2013-11-12,16,2
2013-11-13,16,-1
2013-11-14,16,-1
2013-11-15,16,0
2013-11-16,16,-3
2013-11-17,16,1
2013-11-18,16,0
2013-11-19,16,-1
2013-11-20,16,0
2013-11-21,16,1
2013-11-22,16,-1
2013-11-23,16,-1
2013-11-24,16,1
2013-11-25,16,1
2013-11-26,16,1
2013-11-27,16,0
2013-11-29,16,0
2013-11-30,16,0
2013-12-01,16,1
2013-12-02,16,-2
2013-12-03,16,1
2013-12-04,16,0
2013-12-05,16,0
2013-12-06,16,1
2013-12-08,16,-1
2013-12-09,16,0
2013-12-10,16,3
2013-12-11,16,0
2013-12-12,16,-2
2013-12-13,16,-2
2013-12-14,16,-2
2013-12-15,16,0
2013-12-16,16,1
2013-12-17,16,-1
2013-12-18,16,0
2013-12-19,16,1
2013-12-20,16,3
2013-12-21,16,0
2013-12-22,16,-1
2013-12-23,16,-3
2013-12-24,16,0
2013-12-26,16,0
2013-12-27,16,-1
2013-12-29,16,-1
2013-12-30,16,0
2013-12-31,16,-2
2014-01-01,16,-1
2014-01-02,16,0
2014-01-03,16,-1
2014-01-04,16,0
2014-01-05,16,-1
2014-01-06,16,-1
2014-01-07,16,-1
2014-01-08,16,0
2014-01-09,16,-2
2014-01-10,16,1
2014-01-11,16,-1
2014-01-12,16,1
2014-01-13,16,-1
2014-01-14,16,0
2014-01-15,16,3
2014-01-16,16,-3
2014-01-17,16,0
2014-01-18,16,-1
2014-01-19,16,-1
2014-01-20,16,3
2014-01-21,16,-2
2014-01-22,16,-2
2014-01-23,16,-1
2014-01-24,16,0
2014-01-25,16,0
2014-01-26,16,2
2014-01-27,16,2
2014-01-28,16,1
2014-01-29,16,-2
2014-01-30,16,1
2014-01-31,16,3
2014-02-01,16,-9
2014-02-02,16,2
2014-02-03,16,0
2014-02-04,16,1
2014-02-05,16,1
2014-02-06,16,2
2014-02-07,16,-1
2014-02-09,16,-1
2014-02-10,16,3
2014-02-11,16,2
2014-02-12,16,2
2014-02-13,16,-1
2014-02-14,16,0
2014-02-16,16,1
2014-02-17,16,1
2014-02-18,16,-1
2014-02-19,16,3
2014-02-20,16,-2
2014-02-21,16,1
2014-02-22,16,1
2014-02-24,16,-1
2014-02-25,16,0
2014-02-26,16,1
2014-02-27,16,2
2014-02-28,16,0
2013-08-29,21,1
2013-08-30,21,-1
2013-08-31,21,1
2013-09-01,21,1
2013-09-03,21,-2
2013-09-05,21,0
2013-09-06,21,1
2013-09-07,21,2
2013-09-08,21,0
2013-09-10,21,0
2013-09-12,21,0
2013-09-13,21,0
2013-09-14,21,0
2013-09-15,21,1
2013-09-17,21,0
2013-09-20,21,0
2013-09-21,21,1
2013-09-24,21,0
2013-09-25,21,-1
2013-09-26,21,-1
2013-09-27,21,0
2013-09-28,21,-2
2013-09-29,21,1
2013-10-01,21,0
2013-10-03,21,-1
2013-10-05,21,-3
2013-10-06,21,0
2013-10-07,21,1
2013-10-11,21,1
2013-10-12,21,1
2013-10-13,21,1
2013-10-15,21,-1
2013-10-20,21,0
2013-10-21,21,0
2013-10-22,21,1
2013-10-25,21,0
2013-10-26,21,1
2013-10-27,21,-1
2013-10-30,21,-1
2013-11-01,21,0
2013-11-02,21,0
2013-11-03,21,-2
2013-11-04,21,1
2013-11-05,21,0
2013-11-06,21,0
2013-11-07,21,0
2013-11-08,21,0
2013-11-09,21,-2
2013-11-10,21,2
2013-11-11,21,-1
2013-11-13,21,0
2013-11-15,21,1
2013-11-16,21,0
2013-11-18,21,1
2013-11-21,21,0
2013-11-23,21,-1
2013-11-26,21,1
2013-12-07,21,-1
2013-12-11,21,1
2013-12-12,21,0
2013-12-13,21,-1
2013-12-14,21,1
2013-12-17,21,-1
2013-12-31,21,-1
2014-01-03,21,1
2014-01-04,21,1
2014-01-08,21,-1
2014-01-09,21,-1
2014-01-12,21,-1
2014-01-20,21,2
2014-01-22,21,-1
2014-01-24,21,-1
2014-01-28,21,-1
2014-01-29,21,1
2014-02-11,21,-1
2014-02-15,21,0
2014-02-21,21,-1
2014-02-22,21,-1
2014-02-27,21,-1
2013-08-29,22,-2
2013-08-30,22,-1
2013-08-31,22,0
2013-09-01,22,1
2013-09-02,22,0
2013-09-03,22,0
2013-09-04,22,0
2013-09-05,22,-2
2013-09-06,22,-2
2013-09-07,22,-2
2013-09-08,22,0
2013-09-09,22,-1
2013-09-10,22,-2
2013-09-11,22,-1
2013-09-12,22,-1
2013-09-13,22,-1
2013-09-14,22,-1
2013-09-16,22,-2
2013-09-17,22,-1
2013-09-18,22,-4
2013-09-19,22,1
2013-09-20,22,-1
2013-09-21,22,-1
2013-09-22,22,0
2013-09-23,22,-3
2013-09-24,22,-3
2013-09-25,22,-3
2013-09-26,22,1
2013-09-27,22,-1
2013-09-28,22,1
2013-09-29,22,-2
2013-09-30,22,1
2013-10-01,22,-1
2013-10-02,22,-2
2013-10-03,22,0
