tripID,startTime,duration,startStationId,endStationId,mileStoneTimes
5391,8/30/13 11:21,1356,61,50,"['08/30/13 11:21:00', '08/30/13 11:21:30', '08/30/13 11:22:10', '08/30/13 11:22:40', '08/30/13 11:23:10', '08/30/13 11:23:50', '08/30/13 11:24:20', '08/30/13 11:24:50', '08/30/13 11:25:20', '08/30/13 11:26:00', '08/30/13 11:26:30', '08/30/13 11:27:00', '08/30/13 11:27:40', '08/30/13 11:28:10', '08/30/13 11:28:40', '08/30/13 11:29:20', '08/30/13 11:29:50', '08/30/13 11:30:20', '08/30/13 11:31:00', '08/30/13 11:31:30', '08/30/13 11:32:00', '08/30/13 11:32:30', '08/30/13 11:33:10', '08/30/13 11:33:40', '08/30/13 11:34:10', '08/30/13 11:34:50', '08/30/13 11:35:20', '08/30/13 11:35:50', '08/30/13 11:36:30', '08/30/13 11:37:00', '08/30/13 11:37:30', '08/30/13 11:38:10', '08/30/13 11:38:40', '08/30/13 11:39:10', '08/30/13 11:39:40', '08/30/13 11:40:20', '08/30/13 11:40:50', '08/30/13 11:41:20', '08/30/13 11:42:00', '08/30/13 11:42:30', '08/30/13 11:43:00']"
5399,8/30/13 11:32,304,69,65,"['08/30/13 11:32:00', '08/30/13 11:32:20', '08/30/13 11:32:30', '08/30/13 11:32:50', '08/30/13 11:33:10', '08/30/13 11:33:20', '08/30/13 11:33:40', '08/30/13 11:34:00', '08/30/13 11:34:20', '08/30/13 11:34:30', '08/30/13 11:34:50', '08/30/13 11:35:10', '08/30/13 11:35:20', '08/30/13 11:35:40', '08/30/13 11:36:00', '08/30/13 11:36:10', '08/30/13 11:36:30', '08/30/13 11:36:50']"
5422,8/30/13 11:41,683,69,57,"['08/30/13 11:41:00', '08/30/13 11:41:30', '08/30/13 11:42:00', '08/30/13 11:42:30', '08/30/13 11:42:50', '08/30/13 11:43:20', '08/30/13 11:43:50', '08/30/13 11:44:20', '08/30/13 11:44:50', '08/30/13 11:45:20', '08/30/13 11:45:40', '08/30/13 11:46:10', '08/30/13 11:46:40', '08/30/13 11:47:10', '08/30/13 11:47:40', '08/30/13 11:48:10', '08/30/13 11:48:40', '08/30/13 11:49:00', '08/30/13 11:49:30', '08/30/13 11:50:00', '08/30/13 11:50:30', '08/30/13 11:51:00', '08/30/13 11:51:30', '08/30/13 11:51:50']"
5442,8/30/13 11:53,494,61,50,"['08/30/13 11:53:00', '08/30/13 11:53:10', '08/30/13 11:53:20', '08/30/13 11:53:40', '08/30/13 11:53:50', '08/30/13 11:54:00', '08/30/13 11:54:10', '08/30/13 11:54:20', '08/30/13 11:54:40', '08/30/13 11:54:50', '08/30/13 11:55:00', '08/30/13 11:55:10', '08/30/13 11:55:20', '08/30/13 11:55:40', '08/30/13 11:55:50', '08/30/13 11:56:00', '08/30/13 11:56:10', '08/30/13 11:56:20', '08/30/13 11:56:40', '08/30/13 11:56:50', '08/30/13 11:57:00', '08/30/13 11:57:10', '08/30/13 11:57:30', '08/30/13 11:57:40', '08/30/13 11:57:50', '08/30/13 11:58:00', '08/30/13 11:58:10', '08/30/13 11:58:30', '08/30/13 11:58:40', '08/30/13 11:58:50', '08/30/13 11:59:00', '08/30/13 11:59:10', '08/30/13 11:59:30', '08/30/13 11:59:40', '08/30/13 11:59:50', '08/30/13 12:00:00', '08/30/13 12:00:10', '08/30/13 12:00:30', '08/30/13 12:00:40', '08/30/13 12:00:50', '08/30/13 12:01:00']"
5485,8/30/13 12:09,1114,77,64,"['08/30/13 12:09:00', '08/30/13 12:09:30', '08/30/13 12:10:10', '08/30/13 12:10:40', '08/30/13 12:11:20', '08/30/13 12:11:50', '08/30/13 12:12:20', '08/30/13 12:13:00', '08/30/13 12:13:30', '08/30/13 12:14:00', '08/30/13 12:14:40', '08/30/13 12:15:10', '08/30/13 12:15:50', '08/30/13 12:16:20', '08/30/13 12:16:50', '08/30/13 12:17:30', '08/30/13 12:18:00', '08/30/13 12:18:30', '08/30/13 12:19:10', '08/30/13 12:19:40', '08/30/13 12:20:20', '08/30/13 12:20:50', '08/30/13 12:21:20', '08/30/13 12:22:00', '08/30/13 12:22:30', '08/30/13 12:23:00', '08/30/13 12:23:40', '08/30/13 12:24:10', '08/30/13 12:24:50', '08/30/13 12:25:20', '08/30/13 12:25:50', '08/30/13 12:26:30', '08/30/13 12:27:00']"
5498,8/30/13 12:14,1214,50,60,"['08/30/13 12:14:00', '08/30/13 12:14:40', '08/30/13 12:15:20', '08/30/13 12:16:00', '08/30/13 12:16:40', '08/30/13 12:17:20', '08/30/13 12:18:00', '08/30/13 12:18:40', '08/30/13 12:19:20', '08/30/13 12:20:00', '08/30/13 12:20:40', '08/30/13 12:21:30', '08/30/13 12:22:10', '08/30/13 12:22:50', '08/30/13 12:23:30', '08/30/13 12:24:10', '08/30/13 12:24:50', '08/30/13 12:25:30', '08/30/13 12:26:10', '08/30/13 12:26:50', '08/30/13 12:27:30', '08/30/13 12:28:10', '08/30/13 12:28:50', '08/30/13 12:29:30', '08/30/13 12:30:10', '08/30/13 12:30:50', '08/30/13 12:31:30', '08/30/13 12:32:10', '08/30/13 12:32:50', '08/30/13 12:33:30']"
5497,8/30/13 12:14,1235,50,60,"['08/30/13 12:14:00', '08/30/13 12:14:40', '08/30/13 12:15:20', '08/30/13 12:16:00', '08/30/13 12:16:40', '08/30/13 12:17:30', '08/30/13 12:18:10', '08/30/13 12:18:50', '08/30/13 12:19:30', '08/30/13 12:20:10', '08/30/13 12:20:50', '08/30/13 12:21:30', '08/30/13 12:22:10', '08/30/13 12:23:00', '08/30/13 12:23:40', '08/30/13 12:24:20', '08/30/13 12:25:00', '08/30/13 12:25:40', '08/30/13 12:26:20', '08/30/13 12:27:00', '08/30/13 12:27:40', '08/30/13 12:28:20', '08/30/13 12:29:10', '08/30/13 12:29:50', '08/30/13 12:30:30', '08/30/13 12:31:10', '08/30/13 12:31:50', '08/30/13 12:32:30', '08/30/13 12:33:10', '08/30/13 12:33:50']"
5503,8/30/13 12:16,463,60,74,"['08/30/13 12:16:00', '08/30/13 12:16:10', '08/30/13 12:16:30', '08/30/13 12:16:40', '08/30/13 12:17:00', '08/30/13 12:17:10', '08/30/13 12:17:30', '08/30/13 12:17:40', '08/30/13 12:18:00', '08/30/13 12:18:10', '08/30/13 12:18:30', '08/30/13 12:18:40', '08/30/13 12:19:00', '08/30/13 12:19:10', '08/30/13 12:19:30', '08/30/13 12:19:40', '08/30/13 12:20:00', '08/30/13 12:20:10', '08/30/13 12:20:30', '08/30/13 12:20:40', '08/30/13 12:21:00', '08/30/13 12:21:10', '08/30/13 12:21:30', '08/30/13 12:21:40', '08/30/13 12:22:00', '08/30/13 12:22:10', '08/30/13 12:22:30', '08/30/13 12:22:40', '08/30/13 12:23:00', '08/30/13 12:23:10', '08/30/13 12:23:30']"
5547,8/30/13 12:42,479,61,50,"['08/30/13 12:42:00', '08/30/13 12:42:10', '08/30/13 12:42:20', '08/30/13 12:42:40', '08/30/13 12:42:50', '08/30/13 12:43:00', '08/30/13 12:43:10', '08/30/13 12:43:20', '08/30/13 12:43:30', '08/30/13 12:43:50', '08/30/13 12:44:00', '08/30/13 12:44:10', '08/30/13 12:44:20', '08/30/13 12:44:30', '08/30/13 12:44:40', '08/30/13 12:45:00', '08/30/13 12:45:10', '08/30/13 12:45:20', '08/30/13 12:45:30', '08/30/13 12:45:40', '08/30/13 12:45:50', '08/30/13 12:46:10', '08/30/13 12:46:20', '08/30/13 12:46:30', '08/30/13 12:46:40', '08/30/13 12:46:50', '08/30/13 12:47:00', '08/30/13 12:47:20', '08/30/13 12:47:30', '08/30/13 12:47:40', '08/30/13 12:47:50', '08/30/13 12:48:00', '08/30/13 12:48:10', '08/30/13 12:48:30', '08/30/13 12:48:40', '08/30/13 12:48:50', '08/30/13 12:49:00', '08/30/13 12:49:10', '08/30/13 12:49:20', '08/30/13 12:49:40', '08/30/13 12:49:50']"
5571,8/30/13 12:49,1647,50,60,"['08/30/13 12:49:00', '08/30/13 12:49:50', '08/30/13 12:50:50', '08/30/13 12:51:40', '08/30/13 12:52:40', '08/30/13 12:53:30', '08/30/13 12:54:30', '08/30/13 12:55:20', '08/30/13 12:56:20', '08/30/13 12:57:10', '08/30/13 12:58:10', '08/30/13 12:59:00', '08/30/13 13:00:00', '08/30/13 13:00:50', '08/30/13 13:01:50', '08/30/13 13:02:40', '08/30/13 13:03:40', '08/30/13 13:04:30', '08/30/13 13:05:30', '08/30/13 13:06:20', '08/30/13 13:07:20', '08/30/13 13:08:10', '08/30/13 13:09:10', '08/30/13 13:10:00', '08/30/13 13:11:00', '08/30/13 13:11:50', '08/30/13 13:12:50', '08/30/13 13:13:40', '08/30/13 13:14:40', '08/30/13 13:15:30']"
5579,8/30/13 12:51,1543,50,60,"['08/30/13 12:51:00', '08/30/13 12:51:50', '08/30/13 12:52:40', '08/30/13 12:53:30', '08/30/13 12:54:30', '08/30/13 12:55:20', '08/30/13 12:56:10', '08/30/13 12:57:00', '08/30/13 12:57:50', '08/30/13 12:58:40', '08/30/13 12:59:30', '08/30/13 13:00:30', '08/30/13 13:01:20', '08/30/13 13:02:10', '08/30/13 13:03:00', '08/30/13 13:03:50', '08/30/13 13:04:40', '08/30/13 13:05:30', '08/30/13 13:06:30', '08/30/13 13:07:20', '08/30/13 13:08:10', '08/30/13 13:09:00', '08/30/13 13:09:50', '08/30/13 13:10:40', '08/30/13 13:11:30', '08/30/13 13:12:30', '08/30/13 13:13:20', '08/30/13 13:14:10', '08/30/13 13:15:00', '08/30/13 13:15:50']"
5648,8/30/13 13:19,1978,50,60,"['08/30/13 13:19:00', '08/30/13 13:20:10', '08/30/13 13:21:10', '08/30/13 13:22:20', '08/30/13 13:23:20', '08/30/13 13:24:30', '08/30/13 13:25:40', '08/30/13 13:26:40', '08/30/13 13:27:50', '08/30/13 13:28:50', '08/30/13 13:30:00', '08/30/13 13:31:10', '08/30/13 13:32:10', '08/30/13 13:33:20', '08/30/13 13:34:20', '08/30/13 13:35:30', '08/30/13 13:36:30', '08/30/13 13:37:40', '08/30/13 13:38:50', '08/30/13 13:39:50', '08/30/13 13:41:00', '08/30/13 13:42:00', '08/30/13 13:43:10', '08/30/13 13:44:20', '08/30/13 13:45:20', '08/30/13 13:46:30', '08/30/13 13:47:30', '08/30/13 13:48:40', '08/30/13 13:49:50', '08/30/13 13:50:50']"
5653,8/30/13 13:21,1827,50,60,"['08/30/13 13:21:00', '08/30/13 13:22:00', '08/30/13 13:23:00', '08/30/13 13:24:00', '08/30/13 13:25:00', '08/30/13 13:26:00', '08/30/13 13:27:10', '08/30/13 13:28:10', '08/30/13 13:29:10', '08/30/13 13:30:10', '08/30/13 13:31:10', '08/30/13 13:32:10', '08/30/13 13:33:10', '08/30/13 13:34:10', '08/30/13 13:35:10', '08/30/13 13:36:10', '08/30/13 13:37:10', '08/30/13 13:38:20', '08/30/13 13:39:20', '08/30/13 13:40:20', '08/30/13 13:41:20', '08/30/13 13:42:20', '08/30/13 13:43:20', '08/30/13 13:44:20', '08/30/13 13:45:20', '08/30/13 13:46:20', '08/30/13 13:47:20', '08/30/13 13:48:20', '08/30/13 13:49:30', '08/30/13 13:50:30']"
5696,8/30/13 13:38,944,61,50,"['08/30/13 13:38:00', '08/30/13 13:38:20', '08/30/13 13:38:50', '08/30/13 13:39:10', '08/30/13 13:39:30', '08/30/13 13:40:00', '08/30/13 13:40:20', '08/30/13 13:40:40', '08/30/13 13:41:00', '08/30/13 13:41:30', '08/30/13 13:41:50', '08/30/13 13:42:10', '08/30/13 13:42:40', '08/30/13 13:43:00', '08/30/13 13:43:20', '08/30/13 13:43:50', '08/30/13 13:44:10', '08/30/13 13:44:30', '08/30/13 13:44:50', '08/30/13 13:45:20', '08/30/13 13:45:40', '08/30/13 13:46:00', '08/30/13 13:46:30', '08/30/13 13:46:50', '08/30/13 13:47:10', '08/30/13 13:47:40', '08/30/13 13:48:00', '08/30/13 13:48:20', '08/30/13 13:48:40', '08/30/13 13:49:10', '08/30/13 13:49:30', '08/30/13 13:49:50', '08/30/13 13:50:20', '08/30/13 13:50:40', '08/30/13 13:51:00', '08/30/13 13:51:30', '08/30/13 13:51:50', '08/30/13 13:52:10', '08/30/13 13:52:30', '08/30/13 13:53:00', '08/30/13 13:53:20']"
5742,8/30/13 13:59,293,69,65,"['08/30/13 13:59:00', '08/30/13 13:59:20', '08/30/13 13:59:30', '08/30/13 13:59:50', '08/30/13 14:00:10', '08/30/13 14:00:20', '08/30/13 14:00:40', '08/30/13 14:00:50', '08/30/13 14:01:10', '08/30/13 14:01:30', '08/30/13 14:01:40', '08/30/13 14:02:00', '08/30/13 14:02:20', '08/30/13 14:02:30', '08/30/13 14:02:50', '08/30/13 14:03:00', '08/30/13 14:03:20', '08/30/13 14:03:40']"
5776,8/30/13 14:17,343,57,70,"['08/30/13 14:17:00', '08/30/13 14:17:10', '08/30/13 14:17:30', '08/30/13 14:17:40', '08/30/13 14:17:50', '08/30/13 14:18:00', '08/30/13 14:18:20', '08/30/13 14:18:30', '08/30/13 14:18:40', '08/30/13 14:18:50', '08/30/13 14:19:10', '08/30/13 14:19:20', '08/30/13 14:19:30', '08/30/13 14:19:50', '08/30/13 14:20:00', '08/30/13 14:20:10', '08/30/13 14:20:20', '08/30/13 14:20:40', '08/30/13 14:20:50', '08/30/13 14:21:00', '08/30/13 14:21:10', '08/30/13 14:21:30', '08/30/13 14:21:40', '08/30/13 14:21:50', '08/30/13 14:22:00', '08/30/13 14:22:20', '08/30/13 14:22:30']"
5804,8/30/13 14:30,566,74,61,"['08/30/13 14:30:00', '08/30/13 14:30:10', '08/30/13 14:30:30', '08/30/13 14:30:40', '08/30/13 14:30:50', '08/30/13 14:31:00', '08/30/13 14:31:20', '08/30/13 14:31:30', '08/30/13 14:31:40', '08/30/13 14:32:00', '08/30/13 14:32:10', '08/30/13 14:32:20', '08/30/13 14:32:30', '08/30/13 14:32:50', '08/30/13 14:33:00', '08/30/13 14:33:10', '08/30/13 14:33:30', '08/30/13 14:33:40', '08/30/13 14:33:50', '08/30/13 14:34:00', '08/30/13 14:34:20', '08/30/13 14:34:30', '08/30/13 14:34:40', '08/30/13 14:35:00', '08/30/13 14:35:10', '08/30/13 14:35:20', '08/30/13 14:35:30', '08/30/13 14:35:50', '08/30/13 14:36:00', '08/30/13 14:36:10', '08/30/13 14:36:30', '08/30/13 14:36:40', '08/30/13 14:36:50', '08/30/13 14:37:00', '08/30/13 14:37:20', '08/30/13 14:37:30', '08/30/13 14:37:40', '08/30/13 14:38:00', '08/30/13 14:38:10', '08/30/13 14:38:20', '08/30/13 14:38:30', '08/30/13 14:38:50', '08/30/13 14:39:00', '08/30/13 14:39:10']"
5803,8/30/13 14:30,584,74,61,"['08/30/13 14:30:00', '08/30/13 14:30:10', '08/30/13 14:30:30', '08/30/13 14:30:40', '08/30/13 14:30:50', '08/30/13 14:31:10', '08/30/13 14:31:20', '08/30/13 14:31:30', '08/30/13 14:31:50', '08/30/13 14:32:00', '08/30/13 14:32:10', '08/30/13 14:32:30', '08/30/13 14:32:40', '08/30/13 14:32:50', '08/30/13 14:33:10', '08/30/13 14:33:20', '08/30/13 14:33:30', '08/30/13 14:33:50', '08/30/13 14:34:00', '08/30/13 14:34:10', '08/30/13 14:34:30', '08/30/13 14:34:40', '08/30/13 14:34:50', '08/30/13 14:35:10', '08/30/13 14:35:20', '08/30/13 14:35:30', '08/30/13 14:35:50', '08/30/13 14:36:00', '08/30/13 14:36:10', '08/30/13 14:36:20', '08/30/13 14:36:40', '08/30/13 14:36:50', '08/30/13 14:37:00', '08/30/13 14:37:20', '08/30/13 14:37:30', '08/30/13 14:37:40', '08/30/13 14:38:00', '08/30/13 14:38:10', '08/30/13 14:38:20', '08/30/13 14:38:40', '08/30/13 14:38:50', '08/30/13 14:39:00', '08/30/13 14:39:20', '08/30/13 14:39:30']"
5845,8/30/13 14:52,1373,50,60,"['08/30/13 14:52:00', '08/30/13 14:52:50', '08/30/13 14:53:30', '08/30/13 14:54:20', '08/30/13 14:55:00', '08/30/13 14:55:50', '08/30/13 14:56:30', '08/30/13 14:57:20', '08/30/13 14:58:10', '08/30/13 14:58:50', '08/30/13 14:59:40', '08/30/13 15:00:20', '08/30/13 15:01:10', '08/30/13 15:01:50', '08/30/13 15:02:40', '08/30/13 15:03:30', '08/30/13 15:04:10', '08/30/13 15:05:00', '08/30/13 15:05:40', '08/30/13 15:06:30', '08/30/13 15:07:20', '08/30/13 15:08:00', '08/30/13 15:08:50', '08/30/13 15:09:30', '08/30/13 15:10:20', '08/30/13 15:11:00', '08/30/13 15:11:50', '08/30/13 15:12:40', '08/30/13 15:13:20', '08/30/13 15:14:10']"
5849,8/30/13 14:55,588,55,70,"['08/30/13 14:55:00', '08/30/13 14:55:10', '08/30/13 14:55:20', '08/30/13 14:55:30', '08/30/13 14:55:50', '08/30/13 14:56:00', '08/30/13 14:56:10', '08/30/13 14:56:20', '08/30/13 14:56:30', '08/30/13 14:56:40', '08/30/13 14:56:50', '08/30/13 14:57:00', '08/30/13 14:57:20', '08/30/13 14:57:30', '08/30/13 14:57:40', '08/30/13 14:57:50', '08/30/13 14:58:00', '08/30/13 14:58:10', '08/30/13 14:58:20', '08/30/13 14:58:30', '08/30/13 14:58:50', '08/30/13 14:59:00', '08/30/13 14:59:10', '08/30/13 14:59:20', '08/30/13 14:59:30', '08/30/13 14:59:40', '08/30/13 14:59:50', '08/30/13 15:00:10', '08/30/13 15:00:20', '08/30/13 15:00:30', '08/30/13 15:00:40', '08/30/13 15:00:50', '08/30/13 15:01:00', '08/30/13 15:01:10', '08/30/13 15:01:20', '08/30/13 15:01:40', '08/30/13 15:01:50', '08/30/13 15:02:00', '08/30/13 15:02:10', '08/30/13 15:02:20', '08/30/13 15:02:30', '08/30/13 15:02:40', '08/30/13 15:02:50', '08/30/13 15:03:10', '08/30/13 15:03:20', '08/30/13 15:03:30', '08/30/13 15:03:40', '08/30/13 15:03:50', '08/30/13 15:04:00', '08/30/13 15:04:10', '08/30/13 15:04:30', '08/30/13 15:04:40']"
5913,8/30/13 15:14,3314,74,61,"['08/30/13 15:14:00', '08/30/13 15:15:20', '08/30/13 15:16:30', '08/30/13 15:17:50', '08/30/13 15:19:00', '08/30/13 15:20:20', '08/30/13 15:21:30', '08/30/13 15:22:50', '08/30/13 15:24:00', '08/30/13 15:25:20', '08/30/13 15:26:30', '08/30/13 15:27:50', '08/30/13 15:29:00', '08/30/13 15:30:20', '08/30/13 15:31:30', '08/30/13 15:32:50', '08/30/13 15:34:10', '08/30/13 15:35:20', '08/30/13 15:36:40', '08/30/13 15:37:50', '08/30/13 15:39:10', '08/30/13 15:40:20', '08/30/13 15:41:40', '08/30/13 15:42:50', '08/30/13 15:44:10', '08/30/13 15:45:20', '08/30/13 15:46:40', '08/30/13 15:47:50', '08/30/13 15:49:10', '08/30/13 15:50:20', '08/30/13 15:51:40', '08/30/13 15:52:50', '08/30/13 15:54:10', '08/30/13 15:55:30', '08/30/13 15:56:40', '08/30/13 15:58:00', '08/30/13 15:59:10', '08/30/13 16:00:30', '08/30/13 16:01:40', '08/30/13 16:03:00', '08/30/13 16:04:10', '08/30/13 16:05:30', '08/30/13 16:06:40', '08/30/13 16:08:00']"
5912,8/30/13 15:14,3328,74,61,"['08/30/13 15:14:00', '08/30/13 15:15:20', '08/30/13 15:16:30', '08/30/13 15:17:50', '08/30/13 15:19:00', '08/30/13 15:20:20', '08/30/13 15:21:30', '08/30/13 15:22:50', '08/30/13 15:24:10', '08/30/13 15:25:20', '08/30/13 15:26:40', '08/30/13 15:27:50', '08/30/13 15:29:10', '08/30/13 15:30:20', '08/30/13 15:31:40', '08/30/13 15:32:50', '08/30/13 15:34:10', '08/30/13 15:35:30', '08/30/13 15:36:40', '08/30/13 15:38:00', '08/30/13 15:39:10', '08/30/13 15:40:30', '08/30/13 15:41:40', '08/30/13 15:43:00', '08/30/13 15:44:20', '08/30/13 15:45:30', '08/30/13 15:46:50', '08/30/13 15:48:00', '08/30/13 15:49:20', '08/30/13 15:50:30', '08/30/13 15:51:50', '08/30/13 15:53:00', '08/30/13 15:54:20', '08/30/13 15:55:40', '08/30/13 15:56:50', '08/30/13 15:58:10', '08/30/13 15:59:20', '08/30/13 16:00:40', '08/30/13 16:01:50', '08/30/13 16:03:10', '08/30/13 16:04:30', '08/30/13 16:05:40', '08/30/13 16:07:00', '08/30/13 16:08:10']"
5925,8/30/13 15:17,401,60,50,"['08/30/13 15:17:00', '08/30/13 15:17:10', '08/30/13 15:17:30', '08/30/13 15:17:40', '08/30/13 15:17:50', '08/30/13 15:18:10', '08/30/13 15:18:20', '08/30/13 15:18:30', '08/30/13 15:18:50', '08/30/13 15:19:00', '08/30/13 15:19:10', '08/30/13 15:19:30', '08/30/13 15:19:40', '08/30/13 15:19:50', '08/30/13 15:20:10', '08/30/13 15:20:20', '08/30/13 15:20:30', '08/30/13 15:20:50', '08/30/13 15:21:00', '08/30/13 15:21:10', '08/30/13 15:21:30', '08/30/13 15:21:40', '08/30/13 15:21:50', '08/30/13 15:22:10', '08/30/13 15:22:20', '08/30/13 15:22:30', '08/30/13 15:22:50', '08/30/13 15:23:00', '08/30/13 15:23:10', '08/30/13 15:23:30']"
5924,8/30/13 15:17,420,60,50,"['08/30/13 15:17:00', '08/30/13 15:17:10', '08/30/13 15:17:30', '08/30/13 15:17:40', '08/30/13 15:18:00', '08/30/13 15:18:10', '08/30/13 15:18:20', '08/30/13 15:18:40', '08/30/13 15:18:50', '08/30/13 15:19:10', '08/30/13 15:19:20', '08/30/13 15:19:30', '08/30/13 15:19:50', '08/30/13 15:20:00', '08/30/13 15:20:20', '08/30/13 15:20:30', '08/30/13 15:20:40', '08/30/13 15:21:00', '08/30/13 15:21:10', '08/30/13 15:21:30', '08/30/13 15:21:40', '08/30/13 15:21:50', '08/30/13 15:22:10', '08/30/13 15:22:20', '08/30/13 15:22:40', '08/30/13 15:22:50', '08/30/13 15:23:00', '08/30/13 15:23:20', '08/30/13 15:23:30', '08/30/13 15:23:50']"
5995,8/30/13 15:41,1825,50,70,"['08/30/13 15:41:00', '08/30/13 15:41:30', '08/30/13 15:42:00', '08/30/13 15:42:40', '08/30/13 15:43:10', '08/30/13 15:43:40', '08/30/13 15:44:10', '08/30/13 15:44:40', '08/30/13 15:45:20', '08/30/13 15:45:50', '08/30/13 15:46:20', '08/30/13 15:46:50', '08/30/13 15:47:20', '08/30/13 15:48:00', '08/30/13 15:48:30', '08/30/13 15:49:00', '08/30/13 15:49:30', '08/30/13 15:50:00', '08/30/13 15:50:40', '08/30/13 15:51:10', '08/30/13 15:51:40', '08/30/13 15:52:10', '08/30/13 15:52:40', '08/30/13 15:53:20', '08/30/13 15:53:50', '08/30/13 15:54:20', '08/30/13 15:54:50', '08/30/13 15:55:20', '08/30/13 15:56:00', '08/30/13 15:56:30', '08/30/13 15:57:00', '08/30/13 15:57:30', '08/30/13 15:58:00', '08/30/13 15:58:40', '08/30/13 15:59:10', '08/30/13 15:59:40', '08/30/13 16:00:10', '08/30/13 16:00:40', '08/30/13 16:01:20', '08/30/13 16:01:50', '08/30/13 16:02:20', '08/30/13 16:02:50', '08/30/13 16:03:20', '08/30/13 16:04:00', '08/30/13 16:04:30', '08/30/13 16:05:00', '08/30/13 16:05:30', '08/30/13 16:06:00', '08/30/13 16:06:40', '08/30/13 16:07:10', '08/30/13 16:07:40', '08/30/13 16:08:10', '08/30/13 16:08:40', '08/30/13 16:09:20', '08/30/13 16:09:50', '08/30/13 16:10:20', '08/30/13 16:10:50']"
6097,8/30/13 16:24,670,50,60,"['08/30/13 16:24:00', '08/30/13 16:24:20', '08/30/13 16:24:40', '08/30/13 16:25:10', '08/30/13 16:25:30', '08/30/13 16:25:50', '08/30/13 16:26:10', '08/30/13 16:26:40', '08/30/13 16:27:00', '08/30/13 16:27:20', '08/30/13 16:27:40', '08/30/13 16:28:10', '08/30/13 16:28:30', '08/30/13 16:28:50', '08/30/13 16:29:10', '08/30/13 16:29:40', '08/30/13 16:30:00', '08/30/13 16:30:20', '08/30/13 16:30:40', '08/30/13 16:31:00', '08/30/13 16:31:30', '08/30/13 16:31:50', '08/30/13 16:32:10', '08/30/13 16:32:30', '08/30/13 16:33:00', '08/30/13 16:33:20', '08/30/13 16:33:40', '08/30/13 16:34:00', '08/30/13 16:34:30', '08/30/13 16:34:50']"
6108,8/30/13 16:28,897,55,70,"['08/30/13 16:28:00', '08/30/13 16:28:20', '08/30/13 16:28:30', '08/30/13 16:28:50', '08/30/13 16:29:10', '08/30/13 16:29:30', '08/30/13 16:29:40', '08/30/13 16:30:00', '08/30/13 16:30:20', '08/30/13 16:30:40', '08/30/13 16:30:50', '08/30/13 16:31:10', '08/30/13 16:31:30', '08/30/13 16:31:40', '08/30/13 16:32:00', '08/30/13 16:32:20', '08/30/13 16:32:40', '08/30/13 16:32:50', '08/30/13 16:33:10', '08/30/13 16:33:30', '08/30/13 16:33:50', '08/30/13 16:34:00', '08/30/13 16:34:20', '08/30/13 16:34:40', '08/30/13 16:34:50', '08/30/13 16:35:10', '08/30/13 16:35:30', '08/30/13 16:35:50', '08/30/13 16:36:00', '08/30/13 16:36:20', '08/30/13 16:36:40', '08/30/13 16:36:50', '08/30/13 16:37:10', '08/30/13 16:37:30', '08/30/13 16:37:50', '08/30/13 16:38:00', '08/30/13 16:38:20', '08/30/13 16:38:40', '08/30/13 16:39:00', '08/30/13 16:39:10', '08/30/13 16:39:30', '08/30/13 16:39:50', '08/30/13 16:40:00', '08/30/13 16:40:20', '08/30/13 16:40:40', '08/30/13 16:41:00', '08/30/13 16:41:10', '08/30/13 16:41:30', '08/30/13 16:41:50', '08/30/13 16:42:10', '08/30/13 16:42:20', '08/30/13 16:42:40']"
6116,8/30/13 16:31,1845,50,60,"['08/30/13 16:31:00', '08/30/13 16:32:00', '08/30/13 16:33:00', '08/30/13 16:34:00', '08/30/13 16:35:10', '08/30/13 16:36:10', '08/30/13 16:37:10', '08/30/13 16:38:10', '08/30/13 16:39:10', '08/30/13 16:40:10', '08/30/13 16:41:20', '08/30/13 16:42:20', '08/30/13 16:43:20', '08/30/13 16:44:20', '08/30/13 16:45:20', '08/30/13 16:46:20', '08/30/13 16:47:20', '08/30/13 16:48:30', '08/30/13 16:49:30', '08/30/13 16:50:30', '08/30/13 16:51:30', '08/30/13 16:52:30', '08/30/13 16:53:30', '08/30/13 16:54:30', '08/30/13 16:55:40', '08/30/13 16:56:40', '08/30/13 16:57:40', '08/30/13 16:58:40', '08/30/13 16:59:40', '08/30/13 17:00:40']"
6129,8/30/13 16:36,1619,69,57,"['08/30/13 16:36:00', '08/30/13 16:37:10', '08/30/13 16:38:10', '08/30/13 16:39:20', '08/30/13 16:40:30', '08/30/13 16:41:40', '08/30/13 16:42:40', '08/30/13 16:43:50', '08/30/13 16:45:00', '08/30/13 16:46:10', '08/30/13 16:47:10', '08/30/13 16:48:20', '08/30/13 16:49:30', '08/30/13 16:50:40', '08/30/13 16:51:40', '08/30/13 16:52:50', '08/30/13 16:54:00', '08/30/13 16:55:10', '08/30/13 16:56:10', '08/30/13 16:57:20', '08/30/13 16:58:30', '08/30/13 16:59:40', '08/30/13 17:00:40', '08/30/13 17:01:50']"
